name,code,url,description,price,type,panel,powersupply,width,depth,height,weight,trays,traysize,distancebetweentrays,voltage,electricpower,frequency,consumption,performance,performancetimes,features,featuredescription
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1011-EPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1011-eprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","11,050.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,1010 mm,98 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"18,5 kW",50 / 60 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1011-GPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1011-gprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","12,100.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,1010 mm,117 kg,10,GN 1/1,67 mm,220-240V 1N~,1 kW,50 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1011-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1011-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","11,650.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,1010 mm,117 kg,10,GN 1/1,67 mm,220-240V 1N~,1 kW,50 / 60 Hz,45.7 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ONE,XEVC-1011-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-xevc-1011-e1rm/,"CHEFTOP MIND.MapsONEis the combined oven with which you can realize all your ambitions. Grills, fries, roasts, cook with steam and much more. In a simple and intuitive way. As you like.","7,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,1010 mm,92 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"18,5 kW",50 / 60 Hz,42.6 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-1011-EZRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-1011-ezrm/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","6,000.00",Commercial countertop combi ovens,Control panel with 7-segment display,Electric,750 mm,783 mm,1010 mm,85 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"18,5 kW",50 / 60 Hz,48.3 kWh/day,"Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFTOP MIND.Maps COMPACT PLUS ,XECC-1013-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-compact-xecc-1013-eprm/,"CHEFTOP MIND.MapsPLUS COMPACTuses the latest intelligent technologies to give you practical support in your work. Catering, Quick Service Restaurant, Convenience Store and any kitchen where space is limited, but ambitions stay great.","11,400.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,535 mm,872 mm,984 mm,94 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"18,5 kW",50 / 60 Hz,36.3 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1021-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1021-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","15,700.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,1145 mm,1162 mm,170 kg,10,GN 2/1,77 mm,380-415V 3N~ / 220-240V 3~,31 kW,50 / 60 Hz,134.1 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1021-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1021-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","17,200.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,860 mm,1145 mm,1162 mm,183 kg,10,GN 2/1,77 mm,220-240V 1N~,"1,4 kW",50 / 60 Hz,167.5 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-10EU-EPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-10eu-eprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"11,400.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,967 mm,1162 mm,148 kg,10,600x400,80 mm,380-415V 3N~ / 220-240V 3~,"21,3 kW",50 / 60 Hz,13.4 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-10EU-GPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-10eu-gprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"12,000.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,860 mm,967 mm,1162 mm,163 kg,10,600x400,80 mm,220-240V 1N~,"1,4 kW",50 / 60 Hz,16.8 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP ONE,XEBC-10EU-E1RM,https://unox.com/en_fr/ovens/bakertop-mindmaps-one-xebc-10eu-e1rm/,BAKERTOP MIND.Maps ONEis the combi oven for pastry and bread making: perfect and uniform baking with any foodload. Intuitive programming and possibility to memorize 364 cooking processes.,"8,500.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,967 mm,1162 mm,136 kg,10,600x400,80 mm,380-415V 3N~ / 220-240V 3~,"15,2 kW",50 / 60 Hz,14.5 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","18 minutes,20 minutes,27 minutes,48 minutes,22 minutes,20 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro MASTER,XEFR-10EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-10eu-emrv/,"BAKERLUX SHOP.ProMASTERputs the exclamation mark on cooking performance, advanced possibilities of automatic programs, artificial intelligence and internet connection. All this within your commercial space.","6,800.00",Commercial convection ovens with humidity,"7"" Touch control panel",Electric,800 mm,811 mm,952 mm,96 kg,10,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"15,5 kW",50 / 60 Hz,27.1 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,AUTO.Matic,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Automatic door opening.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-10EU-ETRV-MT,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-10eu-etrv-mt/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","5,750.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,952 mm,96 kg,10,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"15,5 kW",50 / 60 Hz,27.1 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-10EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-10eu-etrv/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","6,300.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,952 mm,96 kg,10,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"15,5 kW",50 / 60 Hz,27.1 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro LED,XEFR-10EU-ELRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-10eu-elrv/,BAKERLUX SHOP.ProLEDis the perfect solution for users looking for an easy-to-use tool that can also provide answers to the needs of pastry.,"5,200.00",Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800 mm,811 mm,952 mm,96 kg,10,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"15,5 kW",50 / 60 Hz,27.1 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
BAKERLUX SHOP.Pro GO,XEFR-10EU-EGRN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-10eu-egrn/,BAKERLUX SHOP.Pro GOis a tireless convection oven designed to efficiently bake frozen croissants and bread.,"4,700.00",Commercial convection ovens,Control panel with 7-segment display,Electric,800 mm,811 mm,952 mm,96 kg,10,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"15,5 kW",50 / 60 Hz,27.1 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,AIR.Plus","Extracting humidity for maximum flavour.,Transmit, unite, transform."
BAKERLUX & LINEMISS MANUAL,XB893,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb893/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"5,200.00",Commercial convection ovens with humidity,Knob,Electric,860 mm,882 mm,1252 mm,118 kg,10,600x400,80 mm,380-415V 3N~ / 220-240V 3~,"15,8 kW",50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
BAKERLUX & LINEMISS MANUAL,XB813G,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb813g/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"6,550.00",Commercial convection ovens with humidity,Knob,Gas,860 mm,882 mm,1465 mm,130 kg,10,600x400,80 mm,220-240V 1~,1 kW,50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
EVEREO EVEREO,XEEC-10HS-EPDS,https://unox.com/en_fr/ovens/evereo-xeec-10hs-epds/,"EVEREOis the first ever Hot Fridge; a unique piece of equipment that preserves cooked food at service temperature for days, using a combination of precisely accurate temperature and atmospheric control.","3,600.00",The Hot Fridge,"9.5"" Touch control panel",Electric,600 mm,590 mm,610 mm,49 kg,10,460x330,28 mm,220-240V 1~,"1,5 kW",50 / 60 Hz,,,,,
EVEREO EVEREO,XEEC-10HS-EPRS,https://unox.com/en_fr/ovens/evereo-xeec-10hs-eprs/,"EVEREOis the first ever Hot Fridge; a unique piece of equipment that preserves cooked food at service temperature for days, using a combination of precisely accurate temperature and atmospheric control.","3,600.00",The Hot Fridge,"9.5"" Touch control panel",Electric,600 mm,590 mm,610 mm,49 kg,10,460x330,28 mm,220-240V 1~,"1,5 kW",50 / 60 Hz,,,,,
EVEREO EVEREO,XEEC-1011-EPRS,https://unox.com/en_fr/ovens/evereo-xeec-1011-eprs/,"EVEREOis the first ever Hot Fridge; a unique piece of equipment that preserves cooked food at service temperature for days, using a combination of precisely accurate temperature and atmospheric control.","7,000.00",The Hot Fridge,"9.5"" Touch control panel",Electric,750 mm,628 mm,915 mm,82 kg,10,GN 1/1,67 mm,220-240V 1~,"2,9 kW",50 / 60 Hz,,,,,
EVEREO EVEREO,XEEC-1013-EPRS,https://unox.com/en_fr/ovens/evereo-xeec-1013-eprs/,"EVEREOis the first ever Hot Fridge; a unique piece of equipment that preserves cooked food at service temperature for days, using a combination of precisely accurate temperature and atmospheric control.","7,000.00",The Hot Fridge,"9.5"" Touch control panel",Electric,535 mm,883 mm,915 mm,70 kg,10,GN 1/1,67 mm,220-240V 1N~,"2,9 kW",50 / 60 Hz,,,,,
EVEREO EVEREO,XEEA-1011-EPRS,https://unox.com/en_fr/ovens/evereo-xeea-1011-eprs/,"EVEREOis the first ever Hot Fridge; a unique piece of equipment that preserves cooked food at service temperature for days, using a combination of precisely accurate temperature and atmospheric control.","7,200.00",The Hot Fridge,"7"" Touch control panel",Electric,750 mm,628 mm,915 mm,82 kg,10,GN 1/1,67 mm,220-240V 1~,"2,9 kW",50 / 60 Hz,,,,,
CHEFTOP-X Digital.ID,XEDA-1011-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-1011-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","15,100.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,750 mm,841 mm,1069 mm,132 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"19,6 kW",50 / 60 Hz,38.8 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-1011-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-1011-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","17,500.00",Commercial countertop combi ovens,"16"" Touch control panel",Gas,750 mm,841 mm,1069 mm,151 kg,10,GN 1/1,67 mm,220-240V 1~,"1,8 kW",50 / 60 Hz,48.4 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-1021-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-1021-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","21,800.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,860 mm,1180 mm,1219 mm,207 kg,10,GN 2/1,83 mm,380-415V 3N~ / 220-240V 3~,"35,8 kW",50 / 60 Hz,141.2 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-1021-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-1021-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","25,300.00",Commercial countertop combi ovens,"16"" Touch control panel",Gas,860 mm,1180 mm,1219 mm,250 kg,10,GN 2/1,83 mm,220-240V 1~,"2,2 kW",50 / 60 Hz,176.4 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
BAKERTOP-X Digital.ID,XELA-10EU-EXRS,https://unox.com/en_fr/ovens/bakertop-x-xela-10eu-exrs/,Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any pastry and bakery cooking process. Nevertheless it is ideal for gastronomy cooking processes.,"15,900.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,860 mm,1018 mm,1219 mm,178 kg,10,600x400,84 mm,380-415V 3N~ / 220-240V 3~,21 kW,50 / 60 Hz,14.8 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi14 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
